TV,Radio,Social Media,Influencer_Macro,Influencer_Mega,Influencer_Micro,Influencer_Nano,Sales
39.0,14.38,0.24,1,0,0,0,141.11
64.0,22.82,6.28,0,0,1,0,226.59
60.0,13.1,5.21,0,0,1,0,215.58
55.0,12.37,0.92,0,0,1,0,194.63
57.0,23.74,2.59,0,0,1,0,206.48
56.0,11.22,1.63,1,0,0,0,200.35
45.0,14.18,3.77,0,1,0,0,158.54
12.0,6.64,0.84,0,0,1,0,43.43
20.0,0.35,0.79,0,0,1,0,71.32
92.0,26.87,5.44,0,0,1,0,328.44
22.0,4.48,1.53,0,0,0,1,71.65
70.0,22.86,6.15,1,0,0,0,248.05
58.0,16.78,0.47,0,0,0,1,210.88
46.0,15.5,4.69,1,0,0,0,161.78
43.0,15.51,1.63,0,1,0,0,155.04
63.0,22.18,7.68,1,0,0,0,223.42
47.0,9.96,4.07,1,0,0,0,164.21
65.0,22.06,3.58,0,0,1,0,229.25
49.0,8.21,4.31,0,1,0,0,172.96
15.0,8.59,4.88,0,1,0,0,54.88
27.0,9.41,4.53,0,0,1,0,96.75
86.0,20.66,2.87,1,0,0,0,312.43
98.0,34.22,4.47,0,1,0,0,350.73
24.0,5.12,2.21,0,1,0,0,83.75
13.0,4.78,1.41,0,0,1,0,46.9
16.0,2.08,1.44,0,0,1,0,52.42
23.0,12.06,1.45,0,1,0,0,84.12
43.0,14.74,5.09,0,0,1,0,152.6
71.0,26.23,3.89,0,0,0,1,252.85
18.0,1.06,0.75,0,0,1,0,62.5
95.0,35.17,6.8,0,1,0,0,345.0
74.0,28.12,5.89,0,0,1,0,260.18
85.0,32.27,1.26,0,0,0,1,300.05
27.0,8.64,3.58,0,1,0,0,99.48
24.0,0.85,1.59,0,0,0,1,83.77
64.0,14.6,1.77,0,0,0,1,220.3
40.0,10.49,2.2,0,0,1,0,142.61
63.0,17.99,3.82,0,0,1,0,222.91
36.0,17.03,4.43,1,0,0,0,131.0
24.0,0.89,1.02,0,0,1,0,85.81
80.0,25.7,2.28,0,1,0,0,281.54
39.0,17.3,2.14,0,0,0,1,135.36
14.0,3.44,0.08,0,1,0,0,52.36
75.0,32.44,4.86,0,0,1,0,269.53
37.0,6.13,1.46,0,1,0,0,130.22
38.0,17.84,2.01,0,0,1,0,130.37
12.0,6.23,3.7,1,0,0,0,45.07
80.0,26.2,5.18,0,1,0,0,286.77
91.0,24.93,5.0,0,1,0,0,322.3
27.0,14.94,1.45,0,0,0,1,98.65
75.0,23.68,3.62,0,0,1,0,266.37
41.0,19.97,4.49,0,0,0,1,148.26
20.0,6.87,5.13,0,0,0,1,69.7
11.0,11.85,3.01,1,0,0,0,37.71
67.0,18.14,1.95,0,1,0,0,239.17
82.0,31.19,7.49,0,1,0,0,291.31
46.0,14.39,1.24,0,0,1,0,162.9
67.0,15.96,4.82,0,1,0,0,235.94
21.0,8.23,1.6,0,1,0,0,72.92
48.0,15.84,5.29,0,1,0,0,170.45
36.0,8.34,1.45,0,1,0,0,133.27
95.0,26.72,3.6,0,1,0,0,333.92
73.0,23.51,5.37,0,0,1,0,265.9
64.0,10.7,2.76,1,0,0,0,231.73
25.0,7.1,1.59,1,0,0,0,89.81
42.0,6.41,3.62,0,1,0,0,144.05
47.0,17.55,3.59,0,0,0,1,166.12
81.0,27.01,4.05,1,0,0,0,284.79
37.0,7.75,0.65,0,0,0,1,128.58
43.0,22.07,3.66,0,1,0,0,153.06
64.0,18.11,3.75,0,1,0,0,222.34
50.0,24.23,3.8,0,0,0,1,172.8
85.0,17.93,2.13,0,1,0,0,305.38
37.0,14.83,5.06,0,1,0,0,133.97
87.0,36.78,5.94,0,0,1,0,310.01
94.0,39.22,10.42,0,1,0,0,336.89
88.0,28.33,2.47,0,0,0,1,313.05
10.0,2.3,2.44,0,1,0,0,33.59
24.0,14.68,0.98,0,0,1,0,87.87
38.0,11.25,3.18,0,0,1,0,134.59
99.0,38.26,3.92,0,1,0,0,348.84
33.0,22.7,2.3,0,1,0,0,118.87
57.0,24.07,3.31,0,1,0,0,208.18
72.0,14.32,1.76,0,1,0,0,256.17
29.0,11.92,6.03,0,0,0,1,103.87
40.0,21.84,4.62,0,0,1,0,147.42
17.0,5.0,3.01,0,0,1,0,59.24
96.0,33.17,4.8,0,1,0,0,345.05
46.0,17.92,2.37,0,0,0,1,167.48
57.0,17.27,3.18,0,1,0,0,205.65
36.0,16.02,2.89,0,0,0,1,126.18
42.0,9.46,1.86,1,0,0,0,150.88
90.0,29.1,6.04,1,0,0,0,322.84
18.0,8.25,3.24,1,0,0,0,62.39
51.0,20.7,7.12,0,0,0,1,179.78
28.0,15.03,2.26,0,0,0,1,94.77
44.0,11.91,3.86,0,1,0,0,152.22
18.0,0.54,0.58,0,0,1,0,61.93
38.0,12.07,0.85,1,0,0,0,133.3
65.0,18.47,3.45,1,0,0,0,230.45
33.0,13.38,5.39,1,0,0,0,113.68
74.0,25.86,5.05,1,0,0,0,260.98
21.0,4.98,3.02,0,0,0,1,75.36
74.0,29.35,3.3,0,0,0,1,262.01
40.0,10.84,3.21,1,0,0,0,143.38
94.0,30.97,3.95,1,0,0,0,336.6
75.0,24.57,3.31,0,0,1,0,261.29
61.0,18.98,2.31,0,1,0,0,215.39
92.0,35.31,5.24,0,0,0,1,329.03
99.0,33.9,7.96,1,0,0,0,352.9
68.0,26.21,5.26,0,0,1,0,237.89
42.0,20.0,4.14,1,0,0,0,145.73
63.0,16.53,3.35,0,0,1,0,223.7
75.0,28.81,6.73,0,1,0,0,268.79
15.0,17.88,6.68,1,0,0,0,50.74
49.0,21.11,7.21,0,1,0,0,170.05
66.0,18.93,7.02,0,0,0,1,232.62
31.0,6.9,0.74,0,0,0,1,111.83
56.0,20.75,4.24,1,0,0,0,202.99
54.0,20.11,3.8,0,0,1,0,194.13
60.0,12.23,1.66,0,0,1,0,214.19
35.0,5.12,0.88,0,1,0,0,122.82
50.0,8.41,3.64,0,0,1,0,177.13
37.0,14.43,0.25,1,0,0,0,131.29
39.0,13.63,2.89,0,0,1,0,136.8
28.0,18.4,2.69,0,0,0,1,102.39
87.0,26.93,0.55,1,0,0,0,306.99
61.0,23.91,5.37,1,0,0,0,218.09
40.0,8.59,3.07,0,0,1,0,140.16
79.0,27.51,7.24,1,0,0,0,285.48
11.0,0.22,0.75,0,1,0,0,41.4
80.0,27.51,1.03,0,0,0,1,283.42
11.0,0.49,1.51,0,0,1,0,34.93
94.0,34.16,5.82,0,0,1,0,330.64
84.0,25.05,3.11,0,0,1,0,295.5
21.0,7.05,0.06,1,0,0,0,72.08
16.0,10.33,1.41,0,0,1,0,57.41
71.0,20.85,2.47,0,1,0,0,253.46
27.0,0.98,0.41,0,0,0,1,88.8
59.0,28.89,5.39,0,0,1,0,207.33
22.0,13.15,3.58,0,0,0,1,79.7
65.0,21.08,3.61,0,1,0,0,232.28
28.0,3.31,2.69,1,0,0,0,99.48
49.0,14.87,1.64,1,0,0,0,174.2
61.0,20.0,6.08,0,1,0,0,220.11
72.0,24.68,6.0,0,0,0,1,256.04
27.0,8.16,1.85,1,0,0,0,100.28
50.0,12.39,0.74,0,1,0,0,176.93
79.0,33.69,7.89,0,0,1,0,279.69
57.0,17.73,1.14,0,0,1,0,200.11
49.0,16.4,1.57,1,0,0,0,171.33
20.0,9.58,2.14,0,1,0,0,72.31
59.0,8.86,3.23,0,0,0,1,214.29
51.0,16.75,1.37,0,0,1,0,184.9
65.0,29.07,3.38,0,1,0,0,234.38
54.0,9.42,0.76,1,0,0,0,190.05
30.0,11.27,0.14,0,1,0,0,102.47
47.0,9.27,4.04,0,1,0,0,164.64
73.0,22.37,0.17,0,0,0,1,257.67
94.0,29.9,6.5,1,0,0,0,333.7
10.0,6.49,1.31,0,0,1,0,34.05
19.0,2.48,5.56,0,0,0,1,68.63
79.0,19.58,4.33,1,0,0,0,279.41
94.0,40.38,5.41,1,0,0,0,331.44
65.0,23.88,2.83,0,0,0,1,228.58
80.0,33.32,5.06,0,0,1,0,284.02
24.0,9.26,3.54,0,0,1,0,85.37
35.0,5.79,3.37,0,1,0,0,127.22
27.0,8.72,1.05,0,0,1,0,100.64
98.0,34.16,6.98,0,0,1,0,347.83
45.0,6.13,2.62,1,0,0,0,160.4
29.0,15.48,4.83,0,1,0,0,106.35
100.0,41.15,4.32,1,0,0,0,353.62
99.0,28.77,5.59,1,0,0,0,352.32
16.0,17.76,4.55,0,0,1,0,55.4
51.0,14.85,6.55,0,0,1,0,181.66
66.0,22.16,2.2,1,0,0,0,234.33
41.0,13.0,3.01,0,0,1,0,147.39
35.0,12.15,1.99,0,1,0,0,122.96
99.0,37.47,7.19,1,0,0,0,349.5
15.0,10.41,1.83,0,0,1,0,51.79
99.0,29.85,9.32,0,0,0,1,353.45
72.0,26.94,2.33,1,0,0,0,257.18
15.0,2.8,4.84,0,0,0,1,48.86
13.0,3.22,2.45,0,0,0,1,45.23
61.0,17.07,3.8,0,0,0,1,222.6
31.0,9.17,1.01,0,0,0,1,110.58
58.0,15.24,0.11,1,0,0,0,209.15
16.0,7.33,3.24,1,0,0,0,58.14
54.0,14.06,1.5,1,0,0,0,195.77
90.0,32.99,5.11,1,0,0,0,321.27
12.0,0.68,0.77,0,0,1,0,43.58
59.0,24.66,4.29,0,0,1,0,209.19
17.0,11.17,2.37,1,0,0,0,63.49
60.0,23.54,4.94,0,0,1,0,213.91
17.0,5.11,0.26,0,1,0,0,61.81
25.0,6.83,1.05,0,0,1,0,94.29
32.0,4.01,0.43,0,0,0,1,112.2
47.0,20.28,0.75,1,0,0,0,169.89
57.0,20.46,5.26,0,0,1,0,197.19
48.0,13.69,3.95,0,1,0,0,173.1
21.0,14.44,0.34,0,0,1,0,74.22
27.0,9.57,2.22,0,1,0,0,97.36
90.0,36.55,9.88,0,1,0,0,317.58
23.0,1.12,2.02,0,0,1,0,84.37
18.0,2.61,0.06,0,0,0,1,62.01
12.0,2.43,2.48,0,0,1,0,42.77
81.0,25.71,5.58,0,0,0,1,290.59
60.0,20.65,3.1,0,0,1,0,210.89
93.0,29.31,2.3,0,0,1,0,327.77
47.0,18.86,2.31,0,0,1,0,167.64
10.0,8.94,1.01,0,0,1,0,34.1
55.0,20.19,5.0,0,1,0,0,197.67
78.0,37.6,5.78,0,0,1,0,277.09
80.0,26.99,3.08,1,0,0,0,284.73
95.0,33.32,3.49,1,0,0,0,340.95
51.0,16.95,1.35,0,1,0,0,176.01
70.0,24.91,2.46,0,0,1,0,249.41
83.0,31.84,3.85,0,0,1,0,292.02
70.0,20.74,4.51,0,1,0,0,243.5
92.0,36.9,7.63,0,0,0,1,326.23
71.0,17.15,3.41,1,0,0,0,255.97
16.0,12.55,2.39,0,1,0,0,60.38
89.0,26.7,3.58,0,0,1,0,315.9
61.0,20.2,1.34,0,0,1,0,214.74
51.0,20.15,4.12,0,0,0,1,178.59
57.0,20.72,2.66,0,0,1,0,209.03
37.0,20.05,3.79,0,1,0,0,132.21
16.0,4.6,1.67,0,0,1,0,56.08
17.0,6.15,1.48,1,0,0,0,60.76
43.0,14.0,0.85,0,0,0,1,152.42
36.0,7.08,1.08,0,0,0,1,124.13
89.0,23.72,0.69,0,1,0,0,321.32
33.0,16.11,0.42,0,1,0,0,116.49
98.0,34.41,1.94,1,0,0,0,352.38
16.0,8.3,2.06,0,0,1,0,52.88
60.0,19.17,4.82,1,0,0,0,211.2
40.0,12.17,1.79,0,0,1,0,140.91
62.0,16.09,5.06,1,0,0,0,215.73
26.0,10.81,2.31,0,0,1,0,95.28
68.0,21.29,3.21,0,0,0,1,239.41
85.0,24.75,2.61,0,0,1,0,306.42
59.0,16.65,6.23,0,1,0,0,210.12
62.0,24.93,5.48,0,0,0,1,216.94
60.0,21.12,5.7,1,0,0,0,209.33
77.0,28.85,6.22,0,0,1,0,279.77
79.0,30.02,4.18,0,0,1,0,283.59
58.0,20.5,3.43,0,1,0,0,208.96
100.0,34.37,5.77,0,1,0,0,358.9
80.0,23.95,3.2,0,0,1,0,283.78
15.0,9.05,1.34,0,0,1,0,57.41
73.0,20.75,1.92,1,0,0,0,262.87
84.0,34.98,11.26,1,0,0,0,301.49
41.0,9.56,1.36,0,0,1,0,139.91
96.0,29.65,5.09,1,0,0,0,343.11
97.0,28.72,6.33,0,1,0,0,348.11
59.0,20.68,1.91,0,0,0,1,209.28
60.0,14.32,3.13,1,0,0,0,215.46
49.0,17.82,2.73,0,1,0,0,175.9
23.0,10.21,0.1,0,0,1,0,83.2
76.0,24.46,4.01,0,0,0,1,266.41
38.0,8.06,2.41,1,0,0,0,132.31
24.0,2.35,1.09,0,0,0,1,81.7
83.0,20.32,1.68,1,0,0,0,298.71
53.0,16.56,3.97,0,0,1,0,189.93
33.0,8.18,0.15,0,0,0,1,114.2
33.0,19.34,0.74,0,0,0,1,114.04
93.0,31.25,7.64,1,0,0,0,331.01
61.0,22.7,6.15,0,0,1,0,216.04
67.0,21.5,2.81,0,1,0,0,236.18
49.0,8.28,1.26,0,1,0,0,177.44
90.0,20.4,2.22,0,0,0,1,322.22
69.0,17.03,3.25,0,0,0,1,244.85
22.0,7.79,0.29,0,1,0,0,79.85
55.0,20.69,3.95,0,0,0,1,192.68
68.0,16.67,1.33,1,0,0,0,242.99
77.0,27.16,6.88,0,0,0,1,275.96
70.0,25.92,4.1,1,0,0,0,249.05
28.0,17.02,3.05,0,0,1,0,98.53
32.0,11.96,3.21,0,0,0,1,115.62
83.0,36.0,6.3,0,0,0,1,295.28
39.0,16.43,0.63,0,0,1,0,140.28
94.0,37.63,3.59,0,1,0,0,337.85
39.0,14.86,4.28,0,1,0,0,142.92
48.0,17.88,0.08,1,0,0,0,169.23
83.0,29.05,1.98,0,0,0,1,287.24
98.0,34.76,3.21,0,0,1,0,347.24
73.0,26.58,2.87,0,0,0,1,260.18
47.0,13.4,4.18,0,1,0,0,164.76
59.0,17.21,3.63,0,0,1,0,213.98
43.0,13.78,1.25,0,1,0,0,150.94
66.0,23.44,3.95,0,1,0,0,237.76
10.0,6.17,2.25,0,1,0,0,37.1
54.0,13.82,2.49,0,1,0,0,193.09
24.0,13.02,0.78,1,0,0,0,84.82
52.0,20.83,3.91,0,0,0,1,182.75
77.0,27.6,5.08,0,1,0,0,277.72
61.0,20.22,6.88,0,0,0,1,216.68
88.0,38.86,2.62,0,0,0,1,311.11
92.0,30.3,5.94,0,0,0,1,328.35
36.0,16.53,2.14,0,1,0,0,125.61
84.0,26.01,3.03,1,0,0,0,303.2
94.0,31.27,5.33,0,1,0,0,339.19
91.0,36.1,4.33,0,0,1,0,319.91
21.0,11.11,1.61,0,0,0,1,84.62
70.0,18.76,4.5,0,0,1,0,256.24
84.0,30.19,3.43,0,0,0,1,302.09
24.0,10.79,2.56,0,1,0,0,79.27
83.0,32.79,10.24,0,1,0,0,296.81
13.0,7.44,5.1,0,0,0,1,44.05
21.0,7.58,1.03,0,0,0,1,76.6
100.0,31.74,6.53,1,0,0,0,353.25
76.0,23.6,4.52,0,0,1,0,267.74
67.0,32.88,3.5,0,0,0,1,241.39
73.0,24.19,5.9,0,0,0,1,264.22
25.0,12.02,4.14,1,0,0,0,86.43
23.0,17.78,3.59,0,0,0,1,79.42
11.0,8.57,3.8,1,0,0,0,40.68
36.0,20.38,3.93,0,0,0,1,123.43
97.0,38.17,5.55,0,0,1,0,347.77
55.0,14.16,3.45,0,0,1,0,202.0
11.0,2.61,2.57,0,0,1,0,42.18
46.0,24.52,1.46,1,0,0,0,162.78
32.0,3.12,1.38,1,0,0,0,113.46
74.0,25.12,5.85,0,1,0,0,261.97
14.0,12.4,1.91,0,0,0,1,58.53
64.0,22.47,7.15,0,0,0,1,233.02
66.0,22.33,4.74,1,0,0,0,236.08
19.0,3.56,1.73,0,0,0,1,62.19
50.0,22.49,4.69,1,0,0,0,170.81
47.0,20.82,3.6,0,1,0,0,165.79
46.0,19.47,1.15,0,0,1,0,162.15
50.0,16.68,1.26,0,0,0,1,174.8
89.0,31.56,6.64,0,0,1,0,316.18
97.0,34.47,4.09,0,0,0,1,347.59
53.0,5.86,2.76,0,0,0,1,190.62
45.0,15.44,1.16,1,0,0,0,160.99
28.0,9.81,0.37,0,1,0,0,101.44
53.0,24.64,3.4,1,0,0,0,186.81
78.0,30.78,4.33,0,0,0,1,273.61
93.0,23.77,3.69,0,0,0,1,334.87
100.0,32.57,5.43,0,0,1,0,355.33
10.0,4.69,2.16,1,0,0,0,34.57
45.0,12.9,0.84,1,0,0,0,164.34
65.0,24.96,3.89,0,0,1,0,231.37
53.0,19.89,3.08,0,0,0,1,188.15
43.0,6.9,0.65,0,0,0,1,154.4
28.0,7.19,0.03,0,0,0,1,98.73
70.0,20.91,4.01,0,1,0,0,247.9
16.0,8.51,2.61,0,1,0,0,56.43
80.0,21.66,4.29,0,0,1,0,284.98
52.0,14.69,3.85,0,1,0,0,183.91
81.0,24.53,5.36,0,0,0,1,284.43
79.0,29.27,1.79,0,0,0,1,278.78
96.0,27.98,3.5,0,0,0,1,348.44
40.0,19.95,4.41,0,0,0,1,144.88
69.0,27.08,4.0,0,1,0,0,243.81
13.0,1.07,0.83,1,0,0,0,45.41
14.0,3.05,1.0,0,1,0,0,46.49
70.0,22.03,5.56,1,0,0,0,247.97
67.0,18.28,2.35,0,0,1,0,237.76
30.0,22.47,4.62,0,0,1,0,104.44
56.0,16.76,5.65,0,1,0,0,196.44
50.0,24.06,4.74,0,0,0,1,173.28
45.0,13.49,5.94,0,0,0,1,157.88
96.0,31.03,2.17,0,1,0,0,339.21
82.0,26.53,4.87,0,1,0,0,295.93
19.0,13.69,2.22,1,0,0,0,61.63
33.0,16.59,2.02,1,0,0,0,121.09
76.0,28.31,5.17,0,0,1,0,266.33
67.0,13.83,2.9,0,1,0,0,236.31
11.0,4.95,7.31,1,0,0,0,40.14
55.0,10.3,1.37,0,1,0,0,188.67
89.0,32.28,4.61,0,1,0,0,311.43
66.0,30.51,2.63,0,0,1,0,232.99
22.0,1.55,0.49,1,0,0,0,80.97
88.0,26.71,5.83,0,1,0,0,308.06
63.0,18.07,4.01,1,0,0,0,222.4
89.0,18.43,3.16,1,0,0,0,316.31
98.0,32.99,3.89,0,0,1,0,351.05
47.0,7.9,1.55,0,0,1,0,173.59
43.0,12.12,4.17,1,0,0,0,152.05
61.0,24.69,5.22,1,0,0,0,218.99
51.0,30.89,7.39,0,0,1,0,175.99
93.0,32.54,5.33,1,0,0,0,333.93
37.0,16.5,3.14,1,0,0,0,130.76
21.0,7.77,2.08,0,0,1,0,73.4
42.0,8.92,2.25,0,0,0,1,143.86
88.0,20.72,4.32,0,0,0,1,314.83
59.0,25.2,3.4,1,0,0,0,209.36
35.0,7.87,0.07,0,1,0,0,121.81
72.0,22.67,5.29,0,0,1,0,257.12
47.0,22.38,2.32,0,1,0,0,166.06
80.0,32.2,5.58,0,0,1,0,282.62
26.0,4.55,2.85,1,0,0,0,93.02
51.0,16.57,0.93,1,0,0,0,189.92
90.0,14.4,0.9,0,0,0,1,323.13
78.0,28.12,4.28,0,0,1,0,278.76
70.0,19.83,2.17,0,0,0,1,247.59
77.0,21.52,3.91,0,0,0,1,273.47
85.0,32.17,5.31,0,1,0,0,299.83
50.0,29.06,6.14,1,0,0,0,177.32
11.0,10.03,0.68,0,0,0,1,38.7
73.0,23.17,4.27,0,1,0,0,257.67
26.0,13.89,2.39,0,0,1,0,90.68
72.0,25.65,6.4,0,1,0,0,250.67
66.0,25.81,5.85,0,0,1,0,236.03
70.0,14.41,1.87,0,1,0,0,250.0
79.0,28.54,4.95,0,0,0,1,277.36
76.0,27.8,3.92,1,0,0,0,270.36
21.0,13.85,2.9,0,1,0,0,73.83
49.0,10.81,3.06,1,0,0,0,174.51
90.0,32.76,1.58,1,0,0,0,321.75
15.0,8.24,4.21,0,0,0,1,54.81
27.0,11.58,2.55,1,0,0,0,95.49
24.0,6.69,1.04,0,1,0,0,83.99
28.0,5.93,0.86,1,0,0,0,103.16
75.0,22.72,3.57,0,0,1,0,265.79
58.0,15.69,3.14,0,0,1,0,204.41
18.0,10.75,1.83,0,0,0,1,59.79
25.0,5.72,0.13,0,0,1,0,91.03
43.0,17.27,2.67,0,0,1,0,156.49
41.0,15.4,1.17,0,1,0,0,150.26
61.0,11.51,2.79,1,0,0,0,220.17
11.0,3.78,1.89,0,0,0,1,41.64
46.0,15.73,3.67,0,1,0,0,160.47
42.0,11.96,1.75,0,0,1,0,148.92
77.0,21.62,3.57,0,0,0,1,271.55
78.0,15.73,0.51,1,0,0,0,281.91
32.0,7.8,1.76,0,0,0,1,113.4
75.0,25.26,2.5,0,0,0,1,267.24
22.0,10.91,0.28,0,1,0,0,80.51
79.0,28.86,1.49,0,0,0,1,283.11
49.0,7.87,4.87,0,0,1,0,176.13
66.0,22.47,0.28,0,1,0,0,236.17
47.0,9.72,0.88,1,0,0,0,167.98
96.0,38.09,4.94,1,0,0,0,345.78
42.0,16.05,1.61,1,0,0,0,147.56
33.0,12.52,0.06,0,0,1,0,119.02
40.0,13.19,3.89,0,0,1,0,139.94
69.0,21.86,3.27,0,1,0,0,246.76
50.0,18.94,2.46,0,0,1,0,176.97
17.0,10.33,0.22,0,0,1,0,63.36
39.0,14.38,2.67,0,0,1,0,138.75
34.0,18.85,6.5,0,0,1,0,123.0
23.0,15.99,6.71,1,0,0,0,82.15
68.0,19.9,3.69,0,0,0,1,243.57
68.0,29.5,3.52,0,1,0,0,242.83
49.0,21.11,4.25,1,0,0,0,171.19
30.0,10.55,0.82,1,0,0,0,105.3
29.0,4.95,0.02,1,0,0,0,104.9
43.0,16.4,5.54,0,0,0,1,151.15
92.0,33.31,5.37,1,0,0,0,332.14
87.0,22.97,0.57,0,0,0,1,306.45
74.0,19.75,5.0,1,0,0,0,257.86
83.0,29.63,4.97,0,0,1,0,296.54
18.0,12.96,0.91,1,0,0,0,66.71
40.0,18.45,2.24,0,1,0,0,141.61
47.0,17.61,2.79,1,0,0,0,163.35
100.0,35.08,6.75,0,1,0,0,353.13
22.0,12.21,0.21,1,0,0,0,82.87
22.0,4.63,1.71,0,0,1,0,78.11
97.0,32.81,6.47,0,1,0,0,347.15
59.0,18.74,4.17,0,0,0,1,210.69
34.0,6.29,0.78,0,1,0,0,118.72
78.0,27.18,3.46,0,1,0,0,276.01
44.0,13.79,4.33,1,0,0,0,155.79
20.0,12.91,0.14,0,0,1,0,66.2
22.0,8.54,1.73,0,0,1,0,81.24
56.0,12.41,0.67,0,0,0,1,196.59
81.0,32.46,7.39,0,0,1,0,282.47
34.0,14.42,3.45,0,0,1,0,119.97
25.0,1.44,0.48,0,1,0,0,90.93
95.0,30.8,4.43,1,0,0,0,338.15
57.0,11.27,0.49,0,0,0,1,202.36
99.0,30.33,6.87,0,0,1,0,349.06
78.0,26.72,3.36,0,1,0,0,279.23
42.0,3.55,0.18,0,0,0,1,147.77
16.0,14.12,2.42,0,0,1,0,56.11
77.0,26.86,4.95,1,0,0,0,274.57
24.0,12.91,4.13,1,0,0,0,84.23
28.0,6.03,4.23,0,1,0,0,95.39
34.0,16.55,2.51,0,0,1,0,118.13
10.0,3.8,0.09,0,1,0,0,33.78
84.0,21.85,1.46,1,0,0,0,303.3
25.0,10.15,4.18,0,0,0,1,90.83
71.0,9.96,0.56,0,1,0,0,255.85
13.0,7.55,0.88,0,0,0,1,46.01
26.0,11.43,1.64,0,0,0,1,91.22
96.0,27.05,2.85,0,0,0,1,339.69
16.0,2.18,0.32,0,0,0,1,56.19
59.0,18.35,1.83,0,0,1,0,214.27
37.0,18.37,4.09,0,1,0,0,136.21
12.0,1.58,4.64,0,0,0,1,41.7
86.0,40.56,3.49,0,0,1,0,307.83
68.0,18.75,4.6,0,0,1,0,245.24
89.0,25.73,2.97,0,0,1,0,317.0
16.0,0.36,0.47,0,0,1,0,56.77
52.0,18.23,1.46,1,0,0,0,184.41
21.0,12.14,2.42,0,1,0,0,75.13
80.0,21.66,0.19,0,0,1,0,283.85
93.0,33.45,6.74,1,0,0,0,330.77
36.0,11.74,1.38,0,1,0,0,130.11
96.0,32.58,4.85,0,0,0,1,343.01
73.0,19.18,3.35,0,1,0,0,262.28
80.0,26.51,0.44,0,1,0,0,284.94
68.0,17.31,3.58,0,0,1,0,241.33
87.0,26.29,1.78,0,0,0,1,307.39
66.0,20.44,2.1,0,0,0,1,236.16
64.0,22.24,5.4,0,1,0,0,225.08
94.0,27.44,2.38,0,0,1,0,336.0
84.0,34.76,7.79,0,0,1,0,301.57
61.0,19.81,0.73,0,1,0,0,217.34
69.0,16.14,3.7,0,0,1,0,246.41
94.0,27.64,3.8,0,0,0,1,336.9
42.0,13.77,1.67,1,0,0,0,149.33
32.0,8.31,3.84,0,0,1,0,112.93
18.0,24.48,5.26,1,0,0,0,64.92
96.0,33.25,3.95,1,0,0,0,343.3
89.0,20.87,7.88,0,0,0,1,311.55
53.0,21.22,3.98,0,0,1,0,186.61
62.0,13.68,2.72,0,0,1,0,223.62
85.0,32.11,6.31,0,0,0,1,304.56
100.0,29.61,4.3,0,1,0,0,355.41
28.0,13.44,5.17,0,0,0,1,101.21
50.0,22.3,2.82,0,0,0,1,176.29
26.0,10.27,1.71,0,1,0,0,96.79
40.0,5.28,0.06,0,0,0,1,137.12
22.0,11.87,0.22,1,0,0,0,78.82
39.0,21.75,6.36,0,0,0,1,139.53
97.0,39.73,5.7,0,0,1,0,345.4
15.0,11.65,0.42,0,0,0,1,57.63
42.0,6.57,1.91,0,1,0,0,146.44
60.0,29.91,7.57,1,0,0,0,213.23
39.0,16.88,4.3,0,1,0,0,134.58
59.0,21.73,1.16,0,0,0,1,213.55
13.0,1.79,1.15,1,0,0,0,44.24
85.0,26.31,3.53,0,1,0,0,301.29
93.0,14.97,4.95,0,0,0,1,330.15
39.0,19.77,1.93,0,0,0,1,133.88
24.0,15.58,0.61,1,0,0,0,78.67
40.0,6.84,2.21,0,0,1,0,141.11
94.0,30.74,1.33,0,0,1,0,335.53
29.0,8.59,6.26,1,0,0,0,105.27
75.0,23.22,2.82,1,0,0,0,267.11
85.0,30.89,2.76,1,0,0,0,297.12
51.0,15.57,4.42,0,1,0,0,181.37
37.0,16.23,1.86,0,0,0,1,136.57
18.0,10.61,2.09,0,0,0,1,64.97
13.0,1.13,2.18,0,1,0,0,44.56
90.0,29.89,7.45,1,0,0,0,316.02
38.0,10.63,4.22,0,0,0,1,136.93
89.0,31.34,5.53,0,0,1,0,313.84
26.0,4.56,1.79,0,0,1,0,90.85
92.0,31.1,5.45,0,1,0,0,328.21
60.0,19.56,3.91,0,1,0,0,213.84
67.0,15.84,0.27,0,0,1,0,242.93
91.0,29.3,2.05,0,1,0,0,324.2
15.0,3.37,0.82,0,0,1,0,52.83
82.0,27.95,2.39,0,1,0,0,293.58
51.0,12.96,1.31,0,0,1,0,182.03
53.0,24.26,3.57,0,0,1,0,188.78
47.0,11.5,2.52,0,0,0,1,162.32
34.0,10.92,2.76,0,0,0,1,120.45
70.0,27.83,7.52,0,1,0,0,251.84
85.0,22.07,0.56,0,1,0,0,302.92
53.0,15.79,1.02,1,0,0,0,193.02
57.0,16.93,0.57,0,1,0,0,205.32
93.0,27.05,5.75,0,0,1,0,328.67
52.0,19.52,5.3,1,0,0,0,188.04
92.0,30.33,6.59,1,0,0,0,329.55
25.0,10.33,1.86,1,0,0,0,85.8
83.0,23.74,3.85,1,0,0,0,298.18
12.0,8.67,2.76,0,1,0,0,42.19
58.0,19.31,7.15,1,0,0,0,205.85
84.0,25.52,6.98,0,0,1,0,303.94
49.0,11.19,1.12,0,0,0,1,174.95
17.0,5.92,3.68,0,0,0,1,57.35
58.0,14.39,1.23,0,0,1,0,207.7
46.0,12.8,0.4,1,0,0,0,162.92
49.0,14.02,0.8,0,1,0,0,178.6
